Reason;File;Name;Auth;Year;;
Noneg;caleffi2009.pdf;a model to optimize public health care and downstage breast cancer in limited-resource populations in southern brazil porto alegre breast health intervention cohort;Caleffi M, Ribeiro RA, Duarte Filho DL, Ashton-Prolla P, Bedin AJ Jr, Skonieski GP, Zignani JM, Giacomazzi J, Franco LR, Graudenz M, Pohlmann P, Fernandes JG, Kivitz P, Weber B;2009;;
FromReview;shen2005.pdf;Robust modeling in screening studies: estimation of   sensitivity and preclinical sojourn time distribution;YU SHEN, maRVIN ZELEN;2005;;
Anton;goldie2003.pdf;a potential error in evaluating cancer screening a comparison of 2 approaches for modeling underlying disease progression;Goldie SJ, Kuntz KM;2003;;
Noneg;wu2009.pdf;a projection of benefits due to fecal occult blood test for colorectal cancer;Wu D, Erwin D, Rosner GL;2009;;
FromReview;hassan2010.pdf;A Resect and Discard Strategy Would Improve cost-effectiveness ofColorectal Cancer Screening;CESARE HASSAN, PERRY J PICKHARDT, DOUGLAS K REX;2010;;
FromReview;3001506.pdf;A review and critique of modelling in prioritising and designing screening programmes;;1506;;
Noneg;lejeune2003.pdf;A simulation model for evaluating the medical and economic outcomes of screening strategies for colorectal cancer;Lejeune C, Arveux P, Dancourt V, Fagnani F, Bonithon-Kopp C, Faivre J;2003;;
FromReview;bailey2010.pdf;a simulation model investigating the impact of tumor volume doubling time and mammographic tumor detectability on screening outcomes in women aged 40-49 years;Bailey Stephanie, Sigal Bronislava, Sylvia Plevritis;2010;;
Anton;palma2015.pdf;a system dynamics model of serum prostate-specific antigen screening for prostate cancer;Anton Palma, David Lounsbury, Nicolas Schlecht, Ilir Agalliu;2015;;
FromReview;kuntz2011.pdf;A Systematic Comparison of Microsimulation Models of Colorectal Cancer: The Role of Assumptions about Adenoma Progression;Karen M Kuntz, Iris Lansdorp-Vogelaar, Carolyn M Rutter,Amy B Knudsen, Marjolein van Ballegooijen,James E Savarino, Eric J Feuer, Ann G Zauber;2011;;
Anton;stollenwerk2012.pdf;accounting for increased non-target-disease-specific mortality in decision-analytic screening models for economic evaluation;Bjoern Stollenwerk, Afschin Gandjour, Markus Luengen, Uwe Siebert;2012;;
FromReview;balasubramanian2010.pdf;Accuracy and cost-effectiveness of Cervical Cancer Screening by High-Risk Human Papillomavirus DNA Testing of Self-Collected Vaginal Samples;Akhila Balasubramanian, Shalini L Kulasingam, Atar Baer,James P Hughes, Evan R Myers, Constance Mao,Nancy B Kiviat, Laura A Koutsky;2010;;
Noneg;chen2010.pdf;Estimating key parameters in periodic breast cancer screening—Applicationto the Canadian National Breast Screening Study data;Yinlu Chen, Guy Brock, Dongfeng Wu;2010;;
Anton;10.1109@42.932741.pdf;an artificial intelligent algorithm for tumor detection in screening mammogram;Zheng, Chan;2010;;
Noneg;arrospide2013.pdf;An assessment of existing models for individualized breast cancer risk estimation in a screening program in Spain;Arrospide A, Forn C, Ru M, Tor N, Mar J, Bar M;2013;;
FromReview;sherlawjohnson2004.pdf;An evaluation of liquid-based cytology and human papillomavirus testing within the UK cervical cancer screening programme;C Sherlaw-Johnson, Z Philips;2004;;
Noneg;rutter2010.pdf;an evidence-based microsimulation model for colorectal cancer validation and application;CM Rutter, JE Savarino;2010;;
Noneg;chiu2010.pdf;analytical decision model for sample size and effectiveness projections for use in planning a population-based randomized controlled trial of colorectal cancer screening;Sherry Y-H Chiu, Nea Malila, Amy M-F Yen, Ahti Anttila, Matti Hakama, H-H Chen ;2010;;
Noneg;lee2016.pdf;annual combined mammography and tomosynthesis screening is it really cost-effective;Lee CI, Lee JM, Tosteson AN;2016;;
Anton;borrs1998.pdf;anticipating the consequences for the primary therapy of breast cancer after introducing screening - a more global picture for health care policy making;JM Borras, JA Espinas, PMM Beemsterboer,A Granados, HJ de Koning;1998;;
Anton;ijpr-14-635.pdf;applying a simple model of cost-effectiveness study of hpv vaccine for iran;Khatibi M, Rasekh HR;2015;;
Noneg;zai2014.pdf;applying operations research to optimize a novel population management system for cancer screening;Adrian H Zai, Seokjin Kim, Arnold Kamis, Ken Hung, Jeremiah G Ronquillo,Henry C Chueh, Steven J Atlas,;2013;;
q12;ladabaum2001.pdf;aspirin as an adjunct to screening for prevention of sporadic colorectal cancer a cost-effectiveness analysis;Ladabaum U, Chopra CL, Huang G, Scheiman JM, Chernew ME, Fendrick AM;2001;;
Anton;andersson2017.pdf;assessment of lead-time bias in estimates of relative survival for breast cancer;Andersson TM, Rutherford MJ, Humphreys K;2017;;
q12;steens2012.pdf;association between human papillomavirus vaccine uptake and cervical cancer screening in the netherlands implications for future impact on prevention;Steens A, Wielders CC, Bogaards JA, Boshuizen HC, de Greeff SC, de Melker HE;2012;;
Anton;plevritis2018.pdf;association of screening and treatment with breast cancer mortality by molecular subtype in us women 2000-2012;Sylvia K Plevritis, Diego Munoz, Allison W Kurian, Natasha K Stout, Oguzhan Alagoz, Aimee M Near, Sandra J Lee, Jeroen J van den Broek, Xuelin Huang, Clyde B Schechter, Brian L Sprague, Juhee Song, Harry J de Koning, Amy Trentham-Dietz, Nicolien T van Ravesteyn, Ronald Gangnon, Young Chandler,Yisheng Li, Cong Xu, Mehmet Ali Ergun, Hui Huang, Donald A Berry, Jeanne S Mandelblatt;2018;;
Anton;lansdorpvogelaar2009.pdf;at what costs will screening with ct colonography be competitive a cost-effectiveness approach;Iris Lansdorp-Vogelaar, Marjolein van Ballegooijen, Ann G Zauber, Rob Boer, Janneke Wilschut, J Dik F Habbema;2009;;
Noneg;armero2008.pdf;bayesian assessment of times to diagnosis in breast cancer screening; Carmen Armero, Antonio Lopez-Quilez, Rut Lopez-Sanchez;2008;;
FromReview;myles2003.pdf;Bayesian evaluation of breast cancer screening using data from two studies;Jonathan P Myles, Richard M Nixon, Stephen W Duy, Laszlo Tabar,Caroline Boggis, Gareth Evans, Andrew Shenton, Anthony Howell;2003;;
Noneg;hsu2017.pdf;bayesian negative-binomial-family-based multistate markov model for the evaluation of periodic population-based cancer screening considering incomplete information and measurement errors;Chen-Yang Hsu, Ming-Fang Yen, Anssi Auvinen, Yueh-Hsia Chiu, Hsiu-Hsi Chen;2016;;
Anton;hsieh2013.pdf;bayesian spatial analysis for the evaluation of breast cancer detection methods;JEFF CHING-FU HSIEH, SUSANNA M CRAMB, JAMES M MCGREE,PETER D BAADE, NATHAN AM DUNN, KERRIE L MENGERSEN;2014;;
Noneg;mandelblatt2002.pdf;Benefits and costs of using HPV testing to screen for cervical cancer.;Mandelblatt JS, Lawrence WF, Womack SM, Jacobson D, Yi B, Hwang YT, Gold K, Barter J, Shah K;2002;;
Anton;sprague2015.pdf;Benefits, Harms, and cost-effectiveness of Supplemental Ultrasonography Screening for Women With Dense Breasts;Sprague BL, Stout NK, Schechter C, van Ravesteyn NT, Cevik M, Alagoz O, Lee CI, van den Broek JJ, Miglioretti DL, Mandelblatt JS, de Koning HJ, Kerlikowske K, Lehman CD, Tosteson AN;2015;;
Noneg;10.1177@0969141316668379.pdf;breast cancer incidence trends in norway and estimates of overdiagnosis;van Luijt PA, Heijnsdijk EA, van Ravesteyn NT, Hofvind S, de Koning HJ;2016;;
Noneg;vacek2011.pdf;breast cancer risk assessment in women aged 70 and older;Vacek PM, Skelly JM, Geller BM;2011;;
Noneg;timmers2013.pdf;breast cancer risk prediction model a nomogram based on common mammographic screening findings;Timmers JM, Verbeek AL, IntHout J, Pijnappel RM, Broeders MJ, den Heeten GJ;2013;;
FromReview;okonkwo2008.pdf;breast cancer screening policies in developing countries a cost-effectiveness analysis for india;Quirine Lamberts Okonkwo, Gerrit Draisma, Arno der Kinderen, Martin L Brown, Harry J de Koning;2008;;
Noneg;michaelson1999.pdf;Breast cancer: computer simulation method for estimating optimal intervals for screening.;J Michaelson, E Halpern, DB Kopans;1999;;
Noneg;arveux2003.pdf;building a model to determine the cost-effectiveness of breast cancer screening in france;Arveux P, Wait S, Schaffer P;2003;;
q12;carreras2012.pdf;can a national lung cancer screening program in combination with smoking cessation policies cause an early decrease in tobacco deaths in italy;Giulia Carreras, Giuseppe Gorini, Eugenio Paci;2012;;
Noneg;dolan2013.pdf;can streamlined multicriteria decision analysis be used to implement shared decision making for colorectal cancer screening;Dolan JG, Boohaker E, Allison J, Imperiale TF;2014;;
Anton;saini2013.pdf;can the adenoma detection rate reliably identify low-performing endoscopists results of a modeling study;Saini SD, Schoenfeld P, Vijan S;2013;;
FromReview;creighton2010.pdf;Cervical cancer screening in Australia: modelled evaluation of the impact of changing the recommended interval from two to three years;Prudence Creighton, Jie-Bin Lew, Mark Clements, Megan Smith, Kirsten Howard, Suzanne Dyer,Sarah Lord, Karen Canfell,;2010;;
Noneg;wang2018.pdf;Challenges and research opportunities for lung cancer screening in China;Zixing Wang, Yuyan Wang, Yao Huang, Fang Xue, Wei Han, Yaoda Hu, Lei Wang, Wei Songand Jingmei Jiang;2018;;
Anton;nihms408197.pdf;chapter 9 the mgh-hms lung cancer policy model tobacco control versus screening;McMahon PM, Kong CY, Johnson BE, Weinstein MC, Weeks JC, Tramontano AC, Cipriano LE, Bouzan C, Gazelle GS;2012;;
Noneg;10.1177@0272989x11408915.pdf;clarifying differences in natural history between models of screening the case of colorectal cancer;Marjolein van Ballegooijen, Carolyn M Rutter,Amy B Knudsen, Ann G Zauber, James E Savarino,Iris Lansdorp-Vogelaar, Rob Boer, Eric J Feuer,J Dik F Habbema, Karen M Kuntz;2012;;
Noneg;prakash2017.pdf;cmost an open-source framework for the microsimulation of colorectal cancer screening strategies;Meher K Prakash, Brian Lang, Henriette Heinrich, Piero V Valli, Peter Bauerfeind, Amnon Sonnenberg,Niko Beerenwinkel, Benjamin Misselwitz;2017;;
FromReview;hassan2007.pdf;Colon cancer prevention in Italy: cost-effectiveness analysis with CT colonography and endoscopy;C Hassan, A Zullo, A Laghi, I Reitano, F Taggi, P Cerro,F Iafrate, M Giustini, S Winn, S Morini,;2007;;
FromReview;nejmoa054967.pdf;Colonoscopy in Colorectal-Cancer Screening for Detection of Advanced Neoplasia;;4967;;
FromReview;mandel1999.pdf;Colorectal Cancer Mortality: Effectiveness of Biennial Screening for Fecal Occult Blood;Jack S Mandel, Timothy R Church, Fred Ederer, John H Bond;1999;;
Anton;ladabaum2006.pdf;colorectal cancer screening - differential costs for younger versus older americans;U Ladabaum, KA Phillips, ;2006;;
Noneg;joseph2016.pdf;colorectal cancer screening estimated future colonoscopy need and current volume and capacity;Djenaba A Joseph, Reinier G S Meester, Ann G Zauber, Diane L Manninen, Linda Winges, Fred B Dong, Brandy Peaker, Marjolein van Ballegooijen;2016;;
Anton;wolf2018.pdf;colorectal cancer screening for average-risk adults 2018 guideline update from the american cancer society;Andrew M D Wolf, Elizabeth T H Fontham, DrPH Timothy R Church, Christopher R Flowers, Carmen E Guerra, Samuel J LaMonte, Ruth Etzioni, Matthew T McKenna, Kevin C Oeffinger, Ya-Chen Tina Shih, Louise C Walter, Kimberly S Andrews, BA Otis W Brawley, Durado Brooks, Stacey A Fedewa, Deana Manassaram-Baptiste, Rebecca L Siegel, Richard C Wender, Robert A Smith;2018;;
FromReview;heitman2010.pdf;Colorectal Cancer Screening for Average-Risk North Americans: An Economic Evaluation;Steven J Heitman, Robert J Hilsden, Flora Au, Scot Dowden, Braden J Manns;2010;;
Noneg;stone2004.pdf;colorectal cancer screening in australia an economic evaluation of a potential biennial screening program using faecal occult blood tests;Stone CA, Carter RC, Vos T, John JS;2004;;
Noneg;lee2007.pdf;colorectal cancer screening using fecal occult blood test and subsequent risk of colorectal cancer a prospective cohort study in japan;Lee KJ, Inoue M, Otani T, Iwasaki M, Sasazuki S, Tsugane S Japan Public Health Center-based Prospective Study;2007;;
Noneg;10.1.1.557.8022.pdf;Colorectal cancer screening with faecal occult blood test within a multiple disease screening programme: an experience from Keelung, Taiwan;Kuo-Ching Yang, Chao-Sheng Liao, Yueh-Hsia Chiu, Amy Ming-Fang Yen, Tony Hsiu-Hsi Chen;2007;;
FromReview;gyrdhansen1998.pdf;COLORECTAL CANCER SCREENING:EFFICIENCY AND EFFECTIVENESS;Dorte Gyrd-Hansen, Jessogaard, Ole Kronborg;1998;;
FromReview;pence2012.pdf;Combination Aspirin and/or Calcium Chemoprevention with Colonoscopy in Colorectal Cancer Prevention: cost-effectiveness Analyses;Barbara C Pence, Eric J Belasco, Conrad P Lyford;2012;;
Anton;landy2017.pdf;What cervical screening is appropriate for women who have been vaccinated against high risk HPV? A simulation study;Rebecca Landy, Peter Windridge, Matthew S Gillman, Peter D Sasieni;2018;;
FromReview;vickers2013.pdf;comparative effectiveness of alternative prostate-specific antigen-based prostate cancer screening strategies model estimates of potential benefits and harms;Gulati R, Gore JL, Etzioni R;2013;;
Anton;trenthamdietz2017.pdf;Comparative effectiveness of incorporating a hypothetical DCIS prognostic marker into breast cancer screening;Amy Trentham-Dietz, Mehmet Ali Ergun, Oguzhan Alagoz, Natasha K Stout, Ronald E Gangnon, John M Hampton, Kim Dittus, Ted A James, Pamela M Vacek, Sally D Herschorn, Elizabeth S Burnside, Anna N A Tosteson, Donald L Weaver, Brian L Sprague;2017;;
FromReview;ross2000.pdf;Comparative efficiency of prostate-specific antigen screening strategies for prostate cancer detection.;KS Ross, HB Carter, JD Pearson, HA Guess;2000;;
Noneg;10.1177@0272989x17718168.pdf;comparing cisnet breast cancer incidence and mortality predictions to observed clinical trial results of mammography screening from ages 40 to 49;Jeroen J van den Broek, Nicolien T van Ravesteyn, Jeanne S Mandelblatt,Hui Huang,Mehmet Ali Ergun, Elizabeth S Burnside, Cong Xu, Yisheng Li,Oguzhan Alagoz, Sandra J Lee, Natasha K Stout, Juhee Song, Amy Trentham-Dietz,Sylvia K Plevritis, Sue M Moss, Harry J de Koning;2017;;
q12;lin2011.pdf;comparing the benefits of screening for breast cancer and lung cancer using a novel natural history model;Ray S Lin, Sylvia K Plevritis;2012;;
Noneg;kerlikowske1999.pdf;Continuing screening mammography in women aged 70 to 79 years: impact on life expectancy and cost-effectiveness.;K Kerlikowske, P Salzmann, KA Phillips, JA Cauley, SR Cummings;1999;;
Noneg;bech2000.pdf;cost implications of routine mammography screening of women 50-69 years in the county of funen denmark;Bech M, Gyrd-Hansen D;2000;;
Noneg;lejeune2004.pdf;cost-effective analysis of fecal occult blood screening for colorectal cancer;Lejeune C, Arveux P, Dancourt V, Bejean S, Bonithon-Kopp C, Faivre J;2004;;
Noneg;manuel2004.pdf;cost-effectiveness analyses in gynecologic oncology methodological quality and trends;Manuel MR, Chen LM, Caughey AB, Subak LL;2004;;
FromReview;chen2007.pdf;cost-effectiveness analysis for determining optimal cut-off of immunochemical faecal occult blood test for population-based colorectal cancer screening (KCIS 16);Li-Sheng Chen, Chao-Sheng Liao, Shu-Hui Chang, Hsin-Chih Lai, Tony Hsiu-Hsi Chen;2007;;
Anton;szucs2008.pdf;cost-effectiveness analysis of adding a quadrivalent hpv vaccine to the cervical cancer screening programme in switzerland;Szucs TD, Largeron N, Dedes KJ, Rafia R, Benard S;2008;;
Noneg;cromwell2016.pdf;cost-effectiveness analysis of anal cancer screening in women with cervical neoplasia in british columbia canada;Cromwell I, Gaudet M, Peacock SJ, Aquino-Parsons C;2016;;
q12;mo2017.pdf;cost-effectiveness analysis of different types of human papillomavirus vaccination combined with a cervical cancer screening program in mainland china;Xiuting Mo, Ruoyan Gai Tobe, Lijie Wang, Xianchen Liu, Bin Wu, Huiwen Luo, Chie Nagata,Rintaro Mori, Takeo Nakayama;2017;;
Noneg;10.5888@pcd14.160158.pdf;cost-effectiveness analysis of four simulated colorectal cancer screening interventions north carolina;Kristen Hassmiller Lich, David A Cornejo Maria E Mayorga, Michael Pignone, Florence KL Tangka, Lisa C Richardson, Tzy-Mey Kuo, Anne-Marie Meyer,Ingrid J Hall, Judith Lee Smith, Todd A Durham, Steven A Chall, Trisha M Crutchfield, MHA, Stephanie B Wheeler,;2017;;
q12;obradovic2010.pdf;cost-effectiveness analysis of hpv vaccination alongside cervical cancer screening programme in slovenia;Obradovic M, Mrhar A, Kos M;2010;;
Noneg;hkm1006sp3p38.pdf;cost-effectiveness analysis of mammography screening in Hong Kong Chinese using state-transition Markov modelling;IOL Wong, KM Kuntz, BJ Cowling, CLK Lam, GM Leung;2010;;
Anton;konno2010.pdf;cost-effectiveness analysis of prophylactic cervical cancer vaccination in japanese women;Konno R, Sasagawa T, Fukuda T, Van Kriekinge G, Demarteau N;2010;;
Noneg;berchi2004.pdf;cost-effectiveness analysis of two strategies for mass screening for colorectal cancer in france;Berchi C, Bouvier V, Reaud JM, Launoy G;2004;;
Noneg;tsoi2008.pdf;cost-effectiveness analysis on screening for colorectal neoplasm and management of colorectal cancer in asia;K K F TSOI, S S M NG, M C M LEUNG, J J Y SUNG;2008;;
Noneg;arrospide2018.pdf;cost-effectiveness and budget impact analyses of a colorectal cancer screening programme in a high adenoma prevalence scenario using miscan-colon microsimulation model;Arantzazu Arrospide, Isabel Idigoras, Javier Mar, Harry de Koning, Miriam van der Meulen,Myriam Soto-Gordoa, Jose Miguel Martinez-Llorente, Isabel Portillo, Eunate Arana-Arri, Oliver Ibarrondo, Iris Lansdorp-Vogelaar;2018;;
Noneg;pil2016.pdf;cost-effectiveness and budget impact analysis of a population-based screening program for colorectal cancer;Pil L, Fobelets M, Putman K, Trybou J, Annemans L;2016;;
Anton;cleemput2009.pdf;cost-effectiveness Evaluation of a Quadrivalent Human Papillomavirus Vaccine in Belgium;Irina Cleemput, Nancy Thiry;2009;;
Noneg;lucidarme2012.pdf;cost-effectiveness modeling of colorectal cancer computed tomography colonography vs colonoscopy or fecal occult blood tests;Lucidarme O, Cadi M, Berger G, Taieb J, Poynard T, Grenier P, Beresniak A;2012;;
Anton;schillerfrhwirth2017.pdf;cost-effectiveness models in breast cancer screening in the general population a systematic review;Irmgard C Schiller-Fruethwirth, Beate Jahn, Marjan Arvandi, Uwe Siebert ;2017;;
FromReview;chuck2010.pdf;cost-effectiveness of 21 Alternative Cervical Cancer Screening Strategies;Anderson Chuck;2010;;
q12;sopina2011.pdf;cost-effectiveness of a cervical screening program with human papillomavirus vaccine;Sopina E, Ashton T;2011;;
Noneg;sonnenberg2002.pdf;cost-effectiveness of a single colonoscopy in screening for colorectal cancer;Sonnenberg A, Delco F;2002;;
Noneg;ahern2014.pdf;cost-effectiveness of alternative strategies for integrating mri into breast cancer screening for women at high risk;Ahern CH, Shih YC, Dong W, Parmigiani G, Shen Y;2014;;
Noneg;cronin2013.pdf;cost-effectiveness of an advance notification letter to increase colorectal cancer screening;Cronin Paula, Goodall Stephen, Lockett Trevor, OKeefe Christine, Norman Richard, Church Jody;2013;;
Anton;czw182.pdf;cost-effectiveness of an hpv self-collection campaign in uganda comparing models for delivery of cervical cancer screening in a low-income setting;Campos, Nicole G Tsu, Vivien Jeronimo, Jose Njama-Meya, Denise Mvundura, Mercy Kim, Jane J;w182;;
Noneg;gocgun2015.pdf;cost-effectiveness of breast cancer screening policies using simulation;Gocgun Y, Banjevic D, Taghipour S, Montgomery N, Harvey BJ, Jardine AK, Miller AB;2015;;
Noneg;10.1097@grf.0b013e3182823797.pdf;cost-effectiveness of cervical cancer prevention;KATHARINE M ESSELEN, SARAH FELDMAN, ;2013;;
Noneg;berkhof2013.pdf;cost-effectiveness of cervical cancer prevention in central and eastern europe and central asia;Johannes Berkhof, Johannes A Bogaards, Erhan Demirel, Mireia Diaz,Monisha Sharma, Jane J Kim;2013;;
q12;zimmermann2017.pdf;cost-effectiveness of cervical cancer screening and preventative cryotherapy at anHIV treatment clinic in Kenya;Zimmermann Marita R, Vodicka Elisabeth, Babigumira Joseph B, Okech Timothy, Mugo Nelly, Sakr Samah, Garrison Louis, Chung Michael;2017;;
Anton;burger2012.pdf;cost-effectiveness of cervical cancer screening with primary human papillomavirus testing in norway;EA Burger, JD Ortendahl, S Sy, IS Kristiansen, JJ Kim;2012;;
Noneg;melnitchouk2018.pdf;cost-effectiveness of colorectal cancer screening in Ukraine;Nelya Melnitchouk, Djra I Soeteman, Jennifer S Davids, Adam Fields, Joshua Cohen, Farzad Noubary,Andrey Lukashenko, Olena O Kolesnik, Karen M Freund;2018;;
FromReview;knudsen2010.pdf;cost-effectiveness of computed tomographic colonography screening for colorectal cancer in the medicare population;Amy B Knudsen, Iris Lansdorp-Vogelaar, Carolyn M Rutter, James E Savarino, Marjolein van Ballegooijen, Karen M Kuntz,Ann G Zauber;2010;;
Noneg;mcmahon2011.pdf;cost-effectiveness of computed tomography screening for lung cancer in the united states;Pamela M McMahon, Chung Yin Kong, Colleen Bouzan,Milton C Weinstein, Lauren E Cipriano, Angela C Tramontano, Bruce E Johnson, Jane C Weeks, G Scott Gazelle, ;2011;;
FromReview;Gamboa2008.pdf;cost-effectiveness of conventional cytology and hpv dna testing for cervical cancer screening in colombia;Oscar Andres-Gamboa,Liliana Chicaza, Mario Garca-Molina,Jorge Daz, Mauricio Gonzlez, Ral Murillo,Mnica Ballesteros, Ricardo Snchez;2008;;
Noneg;lee2010.pdf;cost-effectiveness of ct colonography for uk nhs colorectal cancer screening of asymptomatic adults aged 60-69 years;David Lee, Dominic Muston, Alison Sweet, Chris Cunningham, Andrew Slaterand, Kevin Lock;2010;;
Noneg;nahvijou2016.pdf;cost-effectiveness of different cervical screening strategies in islamic republic of iran a middle-income country with a low incidence rate of cervical cancer;Nahvijou A, Daroudi R, Tahmasebi M, Amouzegar Hashemi F, Rezaei Hemami M, Akbari Sari A, Barati Marenani A, Zendehdel K;2016;;
Noneg;sankatsing2015.pdf;cost-effectiveness of digital mammography screening before the age of 50 in the netherlands;Sankatsing VD, Heijnsdijk EA, van Luijt PA, van Ravesteyn NT, Fracheboud J, de Koning HJ;2015;;
FromReview;glick1998.pdf;cost-effectiveness of Double-Contrast Barium Enema in Screening for Colorectal Cancer;Seth Glick, Judith L Wagner, C Daniel Johnson ;1998;;
Noneg;carles2011.pdf;cost-effectiveness of early detection of breast cancer in catalonia spain;Carles M, Vilaprinyo E, Cots F, Gregori A, Pla R, Romn R, Sala M, Maci F, Castells X, Rue M;2011;;
Noneg;ouakrim2014.pdf;cost-effectiveness of family history-based colorectal cancer screening in Australia;Driss A Ouakrim, Alex Boussioutas, Trevor Lockett, John L Hopper, Mark A Jenkins;2014;;
q12;diaz2010.pdf;cost-effectiveness of human papillomavirus vaccination and screening in spain;Diaz M, de Sanjose S, Ortendahl J, OShea M, Goldie SJ, Bosch FX, Kim JJ;2010;;
q12;thiry2009.pdf;cost-effectiveness of human papillomavirus vaccination in belgium do not forget about cervical cancer screening;Thiry N, De Laet C, Hulstaert F, Neyt M, Huybrechts M, Cleemput I;2009;;
Noneg;sharma2016.pdf;cost-effectiveness of increasing cervical cancer screening coverage in the middle east an example from lebanon;Sharma M, Seoud M, Kim JJ;2016;;
Noneg;wong2007.pdf;cost-effectiveness of mammography screening for chinese women;Wong IO, Kuntz KM, Cowling BJ, Lam CL, Leung GM;2007;;
Anton;moore2009.pdf;cost-effectiveness of mri compared to mammography for breast cancer screening in a high risk population;Susan G Moore, Pareen J Shenoy, Laura Fanucchi, John W Tumeh, Christopher R Flowers;2009;;
FromReview;10.1016@j.ejca.2008.09.015.pdf;cost-effectiveness of opportunistic versus organised mammography screening in switzerland;Rianne de Gelder, Jean-Luc Bulliard, Chris de Wolf, Jacques Fracheboud,Gerrit Draisma, Doris Schopper, Harry J de Koning;2009;;
FromReview;kim2004.pdf;cost-effectiveness of organized versus opportunistic cervical cytology screening in hong kong;JJ Kim, GM Leung, PPS Woo, SJ Goldie;2004;;
FromReview;sroczynski2011.pdf;cost-effectiveness of primary hpv screening for cervical cancer in germany - a decision analysis;Sroczynski G, Schnell-Inderst P, Muhlberger N, Lang K, Aidelsburger P, Wasem J, Mittendorf T, Engel J, Hillemanns P, Petry KU, Kramer A, Siebert U;2011;;
Anton;torvinen2010.pdf;cost-effectiveness of prophylactic hpv 1618 vaccination in finland results from a modelling exercise;Torvinen S, Nieminen P, Lehtinen M, Paavonen J, Demarteau N, Hahl J;2010;;
Noneg;lejeune2010.pdf;cost-effectiveness of screening for colorectal cancer in france using a guaiac test versus an immunochemical test;Lejeune C, Dancourt V, Arveux P, Bonithon-Kopp C, Faivre J;2010;;
Noneg;provenzale2002.pdf;cost-effectiveness of screening the average-risk population for colorectal cancer;Dawn Provenzale;2002;;
Noneg;376.pdf;cost-effectiveness of shortening screening interval or extending age range of nhs breast screening programme computer simulation study;Rob Boer, Harry de Koning, Anthony Threlfall, Peter Warmerdam, Andrew Street, Ellis Friedman,Ciaran Woodman;1998;;
Anton;simms2016.pdf;cost-effectiveness of the next generation nonavalent human papillomavirus vaccine in the context of primary human papillomavirus screening in australia a comparative modelling analysis;Kate T Simms, Jean-Franois Laprise, Megan A Smith, Jie-Bin Lew, Michael Caruana, Marc Brisson, Karen Canfell;2016;;
FromReview;pharoah2013.pdf;cost-effectiveness of the NHS breast screening programme: life table model;Paul D P Pharoah, Bernadette Sewell, Deborah Fitzsimmons, Hayley S Bennett,Nora Pashayan;2013;;
Anton;10.1002@ijc.30513.pdf;cost-effectiveness of the Norwegian Breast cancer screening program.;P A van Luijt, E A M Heijnsdijk, H J de Koning;2017;;
Noneg;ijcp-09-01-5443.pdf;cost-effectiveness of three rounds of mammography breast cancer screening in iranian women;Haghighat Shahpar, Akbari Mohammad Esmaeil, Yavari Parvin, Javanbakht Mehdi, Ghaffari Shahram;2016;;
Noneg;nihms307273.pdf;costs and cost-effectiveness of full implementation of a biennial faecal occult blood test screening program for bowel cancer in australia;Michael P Pignone, Kathy L Flitcroft, Kirsten Howard, Lyndal J Trevena, Glenn P Salkeld, D James B St John,;2011;;
Noneg;zelle2012.pdf;costs effects and cost-effectiveness of breast cancer control in ghana;Zelle SG, Nyarko KM, Bosu WK, Aikins M, Nins LM, Lauer JA, Sepulveda CR, Hontelez JA, Baltussen R;2012;;
Noneg;whynes2003.pdf;costs of flexible sigmoidoscopy screening for colorectal cancer in the united kingdom;Whynes DK, Frew EJ, Edwards R, Atkin WS;2003;;
Noneg;karnon2008.pdf;cost-utility analysis of screening high-risk groups for anal cancer;Karnon Jonathan, Jones Roy, Czoski-Murray Carolyn, Srnith Kevin J;2008;;
FromReview;ness2000.pdf;Cost-Utility of One-Time Colonoscopic Screening for Colorectal Cancer at Various Ages;Reid M Ness, Ann M Holmes, Robert Klein, Robert Dittus;2000;;
Anton;silvaillanes2018.pdf;critical analysis of markov models used for the economic evaluation of colorectal cancer screening a systematic review;Silva-Illanes N, Espinoza M;2018;;
FromReview;cmaj_160_1_49.pdf;Current and projected annual direct costs of screening asymptomatic men for prostate cancer using prostate-specific antigen;Murray D Krahn, B Ann Coombs, Isra G Levy;1999;;
Noneg;frame1998.pdf;determinants of cancer screening frequency the example of screening for cervical cancer;Paul S Frame, J Sutherland Frame;1998;;
Noneg;roberts2007.pdf;development of a simulation model of colorectal cancer;Roberts Stephen, Wang Lijun, Klein Robert, Ness Reid, Dittus Robert;2007;;
Noneg;10.1016@j.ypmed.2011.06.009.pdf;digital mammography screening weighing reduced mortality against increased overdiagnosis;Rianne de Gelder, Jacques Fracheboud, Eveline AM Heijnsdijk, Gerard den Heeten, Andre LM Verbeek, Mireille JM Broeders, Gerrit Draisma, Harry J de Koning;2011;;
Anton;boer2004.pdf;Diversity of model approaches for breast cancer screening: a review of model assumptions by The Cancer Intervention and Surveillance Network(CISNET) Breast Cancer Groups;Boer R, Plevritis S, Clarke L;2004;;
Noneg;1328.full.pdf;do men and women need to be screened differently with fecal immunochemical testing a cost-effectiveness analysis;Miriam P van der Meulen, Atija Kapidzic, Monique E van Leerdam,Alex van der Steen, Ernst J Kuipers, Manon CW Spaander,Harry J de Koning, Lieke Hol, Iris Lansdorp-Vogelaar;2017;;
